Kp,Kd,episode,reward,mse,mae,control_cost,Max_error,final_error,settling_time,terminated,truncated,target,final_x,final_xdot
0.0,0.0,38,-155.5714596461659,0.31115906678182365,0.5019766040041577,0.0,0.7913511991500854,0.7812806367874146,500,False,True,0.0,0.786033,0.47523713
0.0,0.0,39,-20.866539451393578,0.041739532022972994,0.18384692632904626,0.0,0.2897952198982239,0.28049829602241516,500,False,True,0.0,-0.28341195,-0.29136413
0.0,0.0,40,-56.765919049442694,0.11353380987363129,0.3032253554560448,0.0,0.47802242636680603,0.4740791916847229,500,False,True,0.0,0.47630414,0.2224959
0.0,0.0,41,-73.05181641667058,0.14608959277062405,0.34395419939013666,0.0,0.5422356128692627,0.5420538187026978,500,False,True,0.0,0.5421517,0.009782089
0.0,0.0,42,-5.316596242820653,0.010627640522088627,0.09274528237699997,0.0,0.1459624320268631,0.12776906788349152,500,False,True,0.0,-0.12456374,0.32053396
0.0,0.0,43,-0.19285246706115872,0.00300684194862309,0.048984952111140956,0.0,0.08199819177389145,0.08199819177389145,64,True,False,0.0,-0.08237214,-0.037394356
0.0,0.0,44,-195.09060863305473,0.3902207303021647,0.562137277326081,0.0,0.8861560821533203,0.8676751852035522,500,False,True,0.0,-0.8747128,-0.70376605
0.0,0.0,45,-127.89764405549649,0.25576888592566865,0.45510993238782976,0.0,0.717464029788971,0.717329204082489,500,False,True,0.0,0.71725434,-0.0074894535
0.0,0.0,46,-48.234431255963145,0.0964579055468375,0.279491537017464,0.0,0.4405958652496338,0.440575510263443,500,False,True,0.0,-0.4403463,0.02292228
0.0,0.0,47,-183.59759765690333,0.3671833640976397,0.5453118117924314,0.0,0.8596700429916382,0.8566468358039856,500,False,True,0.0,-0.85897666,-0.23298596
0.0,0.0,48,-105.30473291431116,0.2106114632447236,0.4129887260191608,0.0,0.6510725617408752,0.6462759971618652,500,False,True,0.0,-0.6491055,-0.2829516
0.0,0.0,49,-15.610052373122269,0.03120710155556946,0.15894614821474534,0.0,0.2503759264945984,0.23826687037944794,500,False,True,0.0,-0.23467848,0.35883927
0.0,0.1,0,-1.0957860299391333,0.005561362058537286,0.06657622865613845,0.001238442,0.11415302008390427,0.09939604997634888,196,True,False,0.0,0.0995131,0.011705116
0.0,0.1,1,-87.62820107901833,0.17556970411725067,0.373738114540698,0.034155656,0.733910083770752,0.45969465374946594,500,False,True,0.0,0.4595593,-0.013536929
0.0,0.1,2,-2.7569994559064286,0.006567895548270761,0.07246138190197858,0.0013396369,0.13243255019187927,0.09377152472734451,420,True,False,0.0,0.09392537,0.015384642
0.0,0.1,3,-48.60062481832702,0.09739337145810113,0.2778214766563615,0.018603928,0.5488237142562866,0.3310135006904602,500,False,True,0.0,0.33396658,0.29530862
0.0,0.1,4,-111.97445434272242,0.22435854389914073,0.4223798443891574,0.0435517,0.8319116830825806,0.5187036395072937,500,False,True,0.0,0.5191348,0.0431184
0.0,0.1,5,-0.41231337419559916,0.005429899781856331,0.06653853002813105,0.00092496094,0.10452992469072342,0.09751232713460922,76,True,False,0.0,0.09759041,0.007808026
0.0,0.1,6,-50.116655090584054,0.1004300561983616,0.2819352094955393,0.019057686,0.5554546117782593,0.3285638689994812,500,False,True,0.0,-0.33263692,-0.4073042
0.0,0.1,7,-135.74360678269784,0.2719827606511861,0.46506199712265517,0.052807752,0.9157425761222839,0.5712280869483948,500,False,True,0.0,-0.5716399,-0.041181624
0.0,0.1,8,-6.484901815337039,0.012982477045519384,0.10186981370992726,0.0025791745,0.19103080034255981,0.1213897094130516,500,False,True,0.0,0.11972364,-0.166607
0.0,0.1,9,-43.44376025778227,0.08705920055371498,0.26268004820868374,0.016637689,0.5190043449401855,0.313393235206604,500,False,True,0.0,-0.3161142,-0.27209342
0.0,0.1,10,-144.50144247308197,0.289555373063886,0.4795536945920612,0.05588813,0.9487794041633606,0.5847748517990112,500,False,True,0.0,0.5869392,0.21643503
0.0,0.1,11,-57.781116134605135,0.11577618304867869,0.303378320163145,0.022444507,0.5983846187591553,0.37208929657936096,500,False,True,0.0,0.37264758,0.055828318
0.0,0.1,12,-16.689929343410316,0.03344475546454854,0.16265894970315276,0.006328947,0.3200749158859253,0.18743740022182465,500,False,True,0.0,0.19004795,0.261054
0.0,0.1,13,-120.85987087547389,0.2421789573109659,0.4386142419989919,0.046790455,0.8673788905143738,0.5356724858283997,500,False,True,0.0,0.5373882,0.17157489
0.0,0.1,14,-50.19978037931183,0.10057861911644592,0.2828807652389223,0.019570805,0.5553181171417236,0.3479832708835602,500,False,True,0.0,-0.34784338,0.013987065
0.0,0.1,15,-44.74828298346289,0.08967320733755345,0.2666221093670465,0.017154869,0.526943564414978,0.31900081038475037,500,False,True,0.0,0.32160345,0.26026428
0.0,0.1,16,-92.90517416226311,0.1861589263452598,0.38462358043598943,0.036030866,0.7597299218177795,0.4708704352378845,500,False,True,0.0,0.47195998,0.108953096
0.0,0.1,17,-97.21450783374185,0.19479475001948615,0.3934279015832581,0.037688814,0.7773314714431763,0.48143064975738525,500,False,True,0.0,-0.4826313,-0.12006566
0.0,0.1,18,-141.74013734842833,0.2840045773564536,0.4751640020252671,0.05506381,0.9371051788330078,0.582850992679596,500,False,True,0.0,-0.5836915,-0.08404751
0.0,0.1,19,-63.920614079386915,0.12809020836713175,0.3183386040555779,0.024249572,0.6265710592269897,0.3674962520599365,500,False,True,0.0,0.37252682,0.503059
0.0,0.1,20,-18.037473301554208,0.03613718270322525,0.1688885898720473,0.0067460556,0.33044081926345825,0.17999914288520813,500,False,True,0.0,-0.18407947,-0.40803254
0.0,0.1,21,-24.369154936150924,0.04883259490362793,0.1968880138588138,0.0094045065,0.3897702991962433,0.2391749918460846,500,False,True,0.0,-0.24032444,-0.11494385
0.0,0.1,22,-20.872005804498343,0.04181932137482123,0.1823847715856973,0.008128854,0.35858726501464844,0.22421443462371826,500,False,True,0.0,0.22424467,0.003023389
0.0,0.1,23,-119.77757142131355,0.24001919501581767,0.4364913848680444,0.046211053,0.8641260862350464,0.5299478769302368,500,False,True,0.0,-0.5325716,-0.262371
0.0,0.1,24,-0.01103657707955154,0.00043263505796386175,0.0188383549735274,0.00018111565,0.03169931843876839,0.03169931843876839,23,True,False,0.0,0.032450303,0.07509856
0.0,0.1,25,-34.803629063852206,0.06974100153428404,0.23483337702555582,0.013165729,0.4617200791835785,0.26768776774406433,500,False,True,0.0,-0.27178568,-0.4097918
0.0,0.1,26,-50.65504320012989,0.10150784606244775,0.28340194157348014,0.019228619,0.557982325553894,0.32798460125923157,500,False,True,0.0,0.33236477,0.4380163
0.0,0.1,27,-1.1512119177303068,0.005540624961923425,0.06678869013558142,0.0011459806,0.11386746913194656,0.09640336781740189,208,True,False,0.0,0.096664816,0.02614426
0.0,0.1,28,-3.2242028744142788,0.007260789670337046,0.07615841022535434,0.0012976669,0.14243577420711517,0.09416744112968445,444,True,False,0.0,-0.094317235,-0.01497947
0.0,0.1,29,-141.776423301634,0.2840890072094445,0.475085435440531,0.05492585,0.9391258955001831,0.5807915329933167,500,False,True,0.0,-0.5824499,-0.16583882
0.0,0.1,30,-143.0996500073485,0.28675330637293744,0.47710251390105984,0.05521746,0.9445147514343262,0.5794287919998169,500,False,True,0.0,-0.5822522,-0.2823389
0.0,0.1,31,-0.14635336165240373,0.0060602682103005805,0.07639239129164944,0.00060777145,0.09452107548713684,0.09452107548713684,23,True,False,0.0,0.09479703,0.027595583
0.0,0.1,32,-98.70026005059212,0.1977676840593075,0.39648591393153765,0.03831867,0.7824382781982422,0.48599904775619507,500,False,True,0.0,0.4868617,0.08626463
0.0,0.1,33,-40.02639751572382,0.08021041462488308,0.25220252560864903,0.01536678,0.49874716997146606,0.30288147926330566,500,False,True,0.0,-0.3051312,-0.22496963
0.0,0.1,34,-11.100363529258424,0.022223629286832414,0.13326828347169795,0.00441149,0.24978533387184143,0.15944251418113708,500,False,True,0.0,-0.15737067,0.2071836
0.0,0.1,35,-44.05435853222348,0.08827354461552159,0.2648662110689911,0.01709142,0.5230266451835632,0.3244021236896515,500,False,True,0.0,-0.32509384,-0.06916991
0.0,0.1,36,-6.7108702535492,0.013446669564911373,0.10338715275860158,0.002605811,0.20399487018585205,0.1267516314983368,500,False,True,0.0,-0.12696584,-0.021420814
0.0,0.1,37,-158.88730103142245,0.31837226425296505,0.5029733904029708,0.061599843,0.9937555193901062,0.6154963970184326,500,False,True,0.0,0.6170249,0.15284954
0.0,0.1,38,-82.02503183387842,0.1643744278263329,0.36088625188660806,0.03136013,0.7124924659729004,0.4284147620201111,500,False,True,0.0,-0.43250653,-0.40917736
0.0,0.1,39,-86.47963882776476,0.1732688454548769,0.3712769828531891,0.033704452,0.7291948795318604,0.45663854479789734,500,False,True,0.0,0.45652932,-0.010923109
0.0,0.1,40,-0.2529696982270092,0.004245636767313385,0.057921661316590795,0.0012034902,0.09960104525089264,0.09960104525089264,59,True,False,0.0,0.09969126,0.009020645
0.0,0.1,41,-122.41502779319285,0.24530868166197342,0.4411673546656966,0.04712092,0.8732773661613464,0.5331209897994995,500,False,True,0.0,-0.5363727,-0.32517517
0.0,0.1,42,-21.19327965588332,0.04245751225454174,0.18388527568115387,0.008300004,0.35770776867866516,0.22643566131591797,500,False,True,0.0,-0.22578387,0.065179095
0.0,0.1,43,-119.78528291734978,0.24004417359253025,0.4360755782041233,0.045760777,0.8605786561965942,0.5164134502410889,500,False,True,0.0,0.521556,0.5142548
0.0,0.1,44,-117.66940195314571,0.2358033328296576,0.43235133058787323,0.04510753,0.8544753789901733,0.5172062516212463,500,False,True,0.0,0.5214415,0.42352194
0.0,0.1,45,-4.696449477325497,0.009406382067339908,0.08612070431490429,0.0017408608,0.16777382791042328,0.08446396142244339,500,False,True,0.0,0.0870379,0.25739318
0.0,0.1,46,-12.309396065058381,0.024653585906079897,0.1402472959799925,0.0048575057,0.26583725214004517,0.1715354174375534,500,False,True,0.0,-0.1702499,0.12855336
0.0,0.1,47,-56.875431104759464,0.1139451036097948,0.30120422874670477,0.02224604,0.5876481533050537,0.3709124028682709,500,False,True,0.0,-0.37010735,0.08050426
0.0,0.1,48,-58.29471995537663,0.11681993898720729,0.3042559181440156,0.022302862,0.6009019017219543,0.36194154620170593,500,False,True,0.0,0.3652696,0.33280534
0.0,0.1,49,-2.6077851786854542,0.007216380040318408,0.07604616697721996,0.0013458935,0.14001955091953278,0.09916387498378754,362,True,False,0.0,0.0993112,0.014732662
0.0,0.5,0,-33.668504193228294,0.07585188325712687,0.21271078926252407,0.34730226,0.7806615829467773,0.09770125150680542,432,True,False,0.0,-0.097863965,-0.016271168
0.0,0.5,1,-51.93534833192764,0.10108071933394928,0.236366246781894,0.46479335,0.9675143957138062,0.08349332958459854,500,False,True,0.0,-0.08429627,-0.08029451
0.0,0.5,2,-27.658266635132062,0.06196149776361834,0.19110967797744383,0.26694247,0.6866776943206787,0.08579965680837631,435,True,False,0.0,0.08601806,0.021840382
0.0,0.5,3,-6.585931052334653,0.022396223261507146,0.12447828658882096,0.104910806,0.35700276494026184,0.08927904069423676,286,True,False,0.0,-0.08953932,-0.026027724
0.0,0.5,4,-13.494801896502306,0.03631826790844054,0.15227879919016055,0.15924789,0.4878399968147278,0.08622444421052933,362,True,False,0.0,-0.08640865,-0.01842099
0.0,0.5,5,-26.019248173979733,0.058851258877173025,0.1878331104677907,0.2754716,0.6919994354248047,0.08655986934900284,430,True,False,0.0,0.086846106,0.02862312
0.0,0.5,6,-51.18644285338596,0.09946757936053369,0.23552822050079703,0.4784062,0.9730927348136902,0.08638156950473785,500,False,True,0.0,-0.086785376,-0.04038087
0.0,0.5,7,-52.26725562529861,0.10178363052886773,0.23674579080624972,0.45850703,0.961224377155304,0.0818234458565712,500,False,True,0.0,0.082810245,0.09867999
0.0,0.5,8,-0.004583112357898296,0.000939325848239874,0.030642886087298392,0.000381061,0.03140898793935776,0.029766911640763283,5,True,False,0.0,-0.029222501,0.05444107
0.0,0.5,9,-5.855685484835599,0.020131882552095505,0.1188284732559894,0.1017561,0.34077122807502747,0.08726923167705536,282,True,False,0.0,0.08756393,0.029470257
0.0,0.5,10,-6.743491928352168,0.02310792383986728,0.12727125255204244,0.116164714,0.3655160069465637,0.09366308897733688,283,True,False,0.0,0.09383645,0.017335802
0.0,0.5,11,-2.3658744981464928,0.010953845452928155,0.09031538181607088,0.05750695,0.22487488389015198,0.0828709825873375,209,True,False,0.0,-0.083066165,-0.019518306
0.0,0.5,12,-1.09223236592732,0.007971946048154386,0.07908555874307746,0.04948389,0.16057416796684265,0.09398654848337173,131,True,False,0.0,-0.09416795,-0.018140445
0.0,0.5,13,-35.71000146450039,0.06944554994794629,0.19639747874939348,0.32736823,0.8091453909873962,0.0709405317902565,500,False,True,0.0,-0.07142518,-0.04846441
0.0,0.5,14,-44.61398551029549,0.0867717189075219,0.21945210269192467,0.40762696,0.9035192131996155,0.07904259860515594,500,False,True,0.0,0.07961263,0.057002533
0.0,0.5,15,-11.637626220124767,0.03116465318041038,0.1404525989188127,0.12942827,0.4403318762779236,0.0773392766714096,364,True,False,0.0,0.07772033,0.038104814
0.0,0.5,16,-30.707284314781674,0.06893669313950453,0.20183670367082057,0.30098993,0.7284391522407532,0.09094936400651932,434,True,False,0.0,-0.09121797,-0.026861403
0.0,0.5,17,-12.40101543785784,0.033537758041196124,0.1467262708151894,0.15157785,0.47467896342277527,0.08380366861820221,360,True,False,0.0,-0.08403825,-0.02345863
0.0,0.5,18,-5.982286127340879,0.020224996181893107,0.11791675504006587,0.09112258,0.3346015214920044,0.08349854499101639,288,True,False,0.0,0.083739966,0.024142364
0.0,0.5,19,-15.060211359838478,0.04082006869452477,0.16218396793092046,0.18822919,0.5279053449630737,0.09328188747167587,359,True,False,0.0,-0.093530715,-0.024882434
0.0,0.5,20,-0.022127775727135302,0.0004342097331859394,0.01812184747007237,0.0050500575,0.03773161396384239,0.027000756934285164,47,True,False,0.0,0.027750062,0.07493051
0.0,0.5,21,-0.08481873318337388,0.001457057525223397,0.03383184568546885,0.013448843,0.06405313313007355,0.0541030578315258,54,True,False,0.0,0.054571565,0.04685091
0.0,0.5,22,-14.215195530826188,0.038166383699230214,0.15575377310089994,0.16289347,0.4937480688095093,0.08709027618169785,363,True,False,0.0,-0.08738079,-0.029051548
0.0,0.5,23,-28.048338256914786,0.06343812768540867,0.19503794985053097,0.29730165,0.7187461853027344,0.08994890749454498,430,True,False,0.0,0.09023487,0.028596248
0.0,0.5,24,-8.217634012736577,0.022527809781847926,0.12136894286548361,0.11152027,0.39631175994873047,0.07082495838403702,354,True,False,0.0,-0.071207985,-0.03830301
0.0,0.5,25,-0.472279808398199,0.006554132413745881,0.07174627148009936,0.031916693,0.13341723382472992,0.09441410005092621,70,True,False,0.0,0.09459922,0.018511195
0.0,0.5,26,-39.15456164178447,0.07619038307814126,0.20535072695394047,0.3526717,0.8422659039497375,0.07299675047397614,500,False,True,0.0,-0.07364342,-0.06466667
0.0,0.5,27,-17.513936313137123,0.047129626264738135,0.17355600647301572,0.20788482,0.5573031306266785,0.09861504286527634,362,True,False,0.0,0.09875928,0.01442292
0.0,0.5,28,-48.132106472382,0.09369005032929476,0.22748100100579904,0.42899764,0.9297522902488708,0.08001405000686646,500,False,True,0.0,-0.080822654,-0.08086018
0.0,0.5,29,-2.938270745958081,0.012960773003443556,0.096780013231923,0.053013094,0.23094096779823303,0.08136755228042603,221,True,False,0.0,-0.08164357,-0.027601449
0.0,0.5,30,-4.743890712070891,0.016234488468195293,0.1061393739003852,0.077597976,0.3048512041568756,0.07611651718616486,284,True,False,0.0,0.07649819,0.038167495
0.0,0.5,31,-13.43471876755605,0.03607091697912412,0.15141692694748646,0.1539349,0.47998055815696716,0.08465908467769623,363,True,False,0.0,0.084942535,0.028344842
0.0,0.5,32,-9.43753545459283,0.02570985835352246,0.12892563712779245,0.12054898,0.42045044898986816,0.07402807474136353,357,True,False,0.0,-0.07439626,-0.036818594
0.0,0.5,33,-31.456301105810947,0.07047031366707314,0.2038042269847252,0.30351353,0.7322027087211609,0.09148216247558594,435,True,False,0.0,-0.091718175,-0.023601778
0.0,0.5,34,-15.245309724508829,0.041123479242702723,0.16236877556821883,0.18444932,0.5242990255355835,0.09275051206350327,361,True,False,0.0,-0.0929005,-0.014998492
0.0,0.5,35,-54.31881255660769,0.10581081283094801,0.24111477113352156,0.47046652,0.9737879633903503,0.08203710615634918,500,False,True,0.0,-0.08316134,-0.11242292
0.0,0.5,36,-46.20844099016328,0.08983746884867518,0.22354683146980098,0.4267,0.9222103357315063,0.081233449280262,500,False,True,0.0,0.08172204,0.048859634
0.0,0.5,37,-5.969375455850316,0.020412223977901572,0.11924922494971993,0.09947674,0.3431609272956848,0.08662831038236618,284,True,False,0.0,0.086886846,0.025853317
0.0,0.5,38,-4.1412244882307485,0.01413021854313488,0.0988882735107166,0.06648086,0.2835453152656555,0.070668525993824,285,True,False,0.0,0.07099079,0.032226853
0.0,0.5,39,-6.246714426911408,0.02146275030562821,0.12284752091719828,0.109769195,0.3516026735305786,0.09087863564491272,282,True,False,0.0,-0.091072135,-0.019349745
0.0,0.5,40,-18.289432484374807,0.04909929016498699,0.17680842449872392,0.21175937,0.5632021427154541,0.09955812990665436,363,True,False,0.0,-0.09976283,-0.02046991
0.0,0.5,41,-11.769229922912059,0.031598307750503436,0.14174318661016588,0.13522846,0.44995927810668945,0.07941268384456635,363,True,False,0.0,-0.079650715,-0.023802752
0.0,0.5,42,-11.451296853299468,0.03089668082770604,0.14059597836907983,0.1371137,0.4520646929740906,0.07981204241514206,361,True,False,0.0,-0.080034934,-0.022289623
0.0,0.5,43,-5.196076407292892,0.017404581702337586,0.10886020299996957,0.07339003,0.3016093671321869,0.074985072016716,291,True,False,0.0,-0.075316906,-0.033182725
0.0,0.5,44,-34.98662887569255,0.07837613666513686,0.21498710853770248,0.3385453,0.7733141183853149,0.09668070077896118,435,True,False,0.0,-0.096896455,-0.021575224
0.0,0.5,45,-13.747397746927351,0.03750113363275393,0.15631598498939742,0.18270195,0.5117048025131226,0.09147079288959503,356,True,False,0.0,-0.091744155,-0.027335968
0.0,0.5,46,-0.1776430775491425,0.002878402875212863,0.04769941803834658,0.022867184,0.08971463888883591,0.07375534623861313,58,True,False,0.0,0.074036896,0.02815534
0.0,0.5,47,-5.0292083515977675,0.01729572050129642,0.110064096999385,0.08689994,0.3158766031265259,0.08051879703998566,282,True,False,0.0,-0.08084161,-0.032281123
0.0,0.5,48,-42.777361738221614,0.08317784410088046,0.21502839247416705,0.39364335,0.8865245580673218,0.07791492342948914,500,False,True,0.0,0.07841399,0.049906738
0.0,0.5,49,-49.34795830656862,0.09604852275447122,0.23038049359957222,0.44109476,0.9426093697547913,0.08127701282501221,500,False,True,0.0,-0.082070544,-0.07935323
0.0,1.0,0,-13.397515954889192,0.05445255968998433,0.17528818187476072,0.83997947,0.6109088659286499,0.07262162119150162,219,True,False,0.0,0.072980136,0.03585108
0.0,1.0,1,-7.127511030621423,0.029182148738295628,0.13093936583441043,0.5665647,0.4783274829387665,0.05806426331400871,211,True,False,0.0,-0.058509562,-0.044529952
0.0,1.0,2,-15.680040052260624,0.06354341473255797,0.18912204346706857,0.96501917,0.6560783386230469,0.07821909338235855,220,True,False,0.0,-0.07852625,-0.03071596
0.0,1.0,3,-2.2609601541748003,0.014041235013082683,0.09719290651913678,0.27425614,0.2770320773124695,0.06862273067235947,139,True,False,0.0,-0.068987034,-0.03643001
0.0,1.0,4,-9.910716913989223,0.04052909697500977,0.15160210087009135,0.64283895,0.5320255160331726,0.06273633241653442,217,True,False,0.0,0.06319491,0.04585712
0.0,1.0,5,-21.790024312699675,0.08804957006274094,0.2235091959639797,1.4307452,0.7970605492591858,0.09545773267745972,219,True,False,0.0,0.09561232,0.015458641
0.0,1.0,6,-27.370748069568965,0.08415542705532293,0.20099292883171765,1.2767197,0.8616982698440552,0.04922546073794365,290,True,False,0.0,0.0497753,0.054983888
0.0,1.0,7,-27.64943382916337,0.0847771343061661,0.20246577484349504,1.3619406,0.888730525970459,0.05125274509191513,289,True,False,0.0,0.051727273,0.047452614
0.0,1.0,8,-6.344585594429197,0.02608355277216747,0.12136405461289693,0.39368457,0.41623759269714355,0.04828193411231041,217,True,False,0.0,0.048807975,0.05260387
0.0,1.0,9,-25.686345446995226,0.0788106853461587,0.19564719149679555,1.2966485,0.8648739457130432,0.04977983236312866,288,True,False,0.0,-0.05027059,-0.0490759
0.0,1.0,10,-0.1699394953433427,0.0023434614430192127,0.04211610726930236,0.0901834,0.09299183636903763,0.05735956132411957,54,True,False,0.0,-0.057801608,-0.04420476
0.0,1.0,11,-1.2343461297625398,0.013314574704343678,0.09988703040151103,0.15890123,0.1821928769350052,0.08970838785171509,84,True,False,0.0,0.08984032,0.01319356
0.0,1.0,12,-34.34368787695146,0.10514020614647264,0.2250567640083569,1.6607648,0.9831008315086365,0.05695604160428047,290,True,False,0.0,0.057424508,0.046846658
0.0,1.0,13,-0.6422046749270383,0.007354420580769029,0.07369909122662878,0.09216942,0.13663643598556519,0.06644205749034882,79,True,False,0.0,0.06688138,0.04393229
0.0,1.0,14,-12.245200414178788,0.04974073726755256,0.1675753533179961,0.7714062,0.5854396820068359,0.06966618448495865,219,True,False,0.0,0.06998509,0.031890385
