mean_position_error,max_position_error,mean_torque,control_cost,mean_episode_length,failure_rate,mean_settling_time,computation_time_per1000,H
0.15074482958727803,0.31834864049720163,0.020848691576716923,10.022199607852546,652.92,1.0,,49.82775483937818,5
