mean_position_error,max_position_error,mean_torque,control_cost,mean_episode_length,failure_rate,mean_settling_time,computation_time_per1000,H
0.0557007938788868,0.2725454779625393,0.08228945548053233,1134.9951265351601,5000.0,0.0,6.445333333333333,113.60750747618823,10
