mean_position_error,max_position_error,mean_torque,control_cost,mean_episode_length,failure_rate,mean_settling_time,computation_time_per1000,H
0.14587982143956266,0.31634580767487736,0.001163235975196862,0.023758730141979163,469.64,1.0,,14.570810376059592,2
