mean_position_error,max_position_error,mean_torque,control_cost,mean_episode_length,failure_rate,mean_settling_time,computation_time_per1000,H
0.01242502254666505,0.25115031133982396,0.006203273877497024,1107.0781999533222,5000.0,0.0,1.2399200000000001,718.6114443241768,75
