mean_position_error,max_position_error,mean_torque,control_cost,mean_episode_length,failure_rate,mean_settling_time,computation_time_per1000,H
0.143598748383035,0.3092719851135686,0.00013647133321810165,0.0005397063548147166,430.04,1.0,0.17,8.136234513610676,1
