mean_position_error,max_position_error,mean_torque,control_cost,mean_episode_length,failure_rate,mean_settling_time,computation_time_per1000,H
0.01120902824124217,0.20793229675212674,0.006064458527459604,954.1488025310921,5000.0,0.0,1.2174399999999999,470.8918910767921,50
