mean_position_error,max_position_error,mean_torque,control_cost,mean_episode_length,failure_rate,mean_settling_time,computation_time_per1000,H
0.024628208018579935,0.2322723654105043,0.006829023263670556,456.3486846665229,4806.2,0.04,2.9875833333333333,195.6055005768319,20
