mean_position_error,max_position_error,mean_torque,control_cost,mean_episode_length,failure_rate,mean_settling_time,computation_time_per1000,H
0.05570079,0.2725455,0.08228945548053239,1134.9951265351613,5000.0,1.0,6.445333333333333,113.60750747618823,10
