mean_position_error,max_position_error,mean_torque,control_cost,mean_episode_length,failure_rate,mean_settling_time,computation_time_per1000,H
0.011209029,0.2079323,0.0060644585274596,954.148802531092,5000.0,0.0,1.21744,470.891891076792,50
