mean_position_error,max_position_error,mean_torque,control_cost,mean_episode_length,failure_rate,mean_settling_time,computation_time_per1000,H
0.14587982,0.3163458,0.0011632359751969,0.0237587301419808,469.64,1.0,,14.570810376059592,2
